,Sample_ID,Run_ID,Release_version,Sex,Body_site
2648,SRS483393,SRR996572,2.0,male ,nare 
2649,SRS483393,SRR996607,2.0,male ,nare 
2662,SRS483397,SRR996507,2.0,male ,nare 
2663,SRS483397,SRR996542,2.0,male ,nare 
2664,SRS483397,SRR996577,2.0,male ,nare 
2665,SRS483397,SRR996612,2.0,male ,nare 
2682,SRS483402,SRR996512,2.0,male ,nare 
2683,SRS483402,SRR996547,2.0,male ,nare 
2684,SRS483402,SRR996582,2.0,male ,nare 
2685,SRS483402,SRR996617,2.0,male ,nare 
2694,SRS483420,SRR996662,2.0,male ,nare 
2695,SRS483420,SRR996750,2.0,male ,nare 
2700,SRS483423,SRR996663,2.0,male ,nare 
2701,SRS483423,SRR996751,2.0,male ,nare 
2706,SRS483426,SRR996667,2.0,male ,nare 
2707,SRS483426,SRR996755,2.0,male ,nare 
2720,SRS483433,SRR996674,2.0,male ,nare 
2721,SRS483433,SRR996762,2.0,male ,nare 
2722,SRS483434,SRR996675,2.0,male ,nare 
2723,SRS483434,SRR996763,2.0,male ,nare 
2730,SRS483438,SRR996679,2.0,male ,nare 
2731,SRS483438,SRR996767,2.0,male ,nare 
2742,SRS483444,SRR996685,2.0,male ,nare 
2743,SRS483444,SRR996773,2.0,male ,nare 
2744,SRS483445,SRR996686,2.0,male ,nare 
2745,SRS483445,SRR996774,2.0,male ,nare 
2750,SRS483448,SRR996690,2.0,male ,nare 
2751,SRS483448,SRR996778,2.0,male ,nare 
2752,SRS483449,SRR996689,2.0,male ,nare 
2753,SRS483449,SRR996777,2.0,male ,nare 
2766,SRS483456,SRR996697,2.0,male ,nare 
2767,SRS483456,SRR996785,2.0,male ,nare 
2772,SRS483459,SRR996700,2.0,male ,nare 
2773,SRS483459,SRR996788,2.0,male ,nare 
2774,SRS483460,SRR996701,2.0,male ,nare 
2775,SRS483460,SRR996789,2.0,male ,nare 
2786,SRS483466,SRR996707,2.0,male ,nare 
2787,SRS483466,SRR996795,2.0,male ,nare 
2794,SRS483470,SRR996711,2.0,male ,nare 
2795,SRS483470,SRR996799,2.0,male ,nare 
2796,SRS483471,SRR996712,2.0,male ,nare 
2797,SRS483471,SRR996800,2.0,male ,nare 
2810,SRS483478,SRR996719,2.0,male ,nare 
2811,SRS483478,SRR996807,2.0,male ,nare 
2818,SRS483482,SRR996724,2.0,male ,nare 
2819,SRS483482,SRR996812,2.0,male ,nare 
2820,SRS483483,SRR996723,2.0,male ,nare 
2821,SRS483483,SRR996811,2.0,male ,nare 
2834,SRS483490,SRR996731,2.0,male ,nare 
2835,SRS483490,SRR996819,2.0,male ,nare 
2842,SRS483494,SRR996736,2.0,male ,nare 
2843,SRS483494,SRR996824,2.0,male ,nare 
2844,SRS483495,SRR996735,2.0,male ,nare 
2845,SRS483495,SRR996823,2.0,male ,nare 
2856,SRS483501,SRR996742,2.0,male ,nare 
2857,SRS483501,SRR996830,2.0,male ,nare 
2956,SRS483551,SRR996880,2.0,male ,nare 
2957,SRS483551,SRR996940,2.0,male ,nare 
2964,SRS483555,SRR996884,2.0,male ,nare 
2965,SRS483555,SRR996944,2.0,male ,nare 
2972,SRS483559,SRR996888,2.0,male ,nare 
2973,SRS483559,SRR996948,2.0,male ,nare 
3012,SRS483579,SRR996968,2.0,male ,nare 
3013,SRS483579,SRR997053,2.0,male ,nare 
3018,SRS483582,SRR996972,2.0,male ,nare 
3019,SRS483582,SRR997057,2.0,male ,nare 
3030,SRS483588,SRR996976,2.0,male ,nare 
3031,SRS483588,SRR997061,2.0,male ,nare 
3060,SRS483603,SRR996992,2.0,male ,nare 
3061,SRS483603,SRR997077,2.0,male ,nare 
3068,SRS483607,SRR996996,2.0,male ,nare 
3069,SRS483607,SRR997081,2.0,male ,nare 
3076,SRS483611,SRR997000,2.0,male ,nare 
3077,SRS483611,SRR997085,2.0,male ,nare 
3108,SRS483627,SRR997016,2.0,male ,nare 
3109,SRS483627,SRR997101,2.0,male ,nare 
3116,SRS483631,SRR997020,2.0,male ,nare 
3117,SRS483631,SRR997105,2.0,male ,nare 
3126,SRS483636,SRR997024,2.0,male ,nare 
3127,SRS483636,SRR997109,2.0,male ,nare 
3132,SRS483639,SRR997028,2.0,male ,nare 
3133,SRS483639,SRR997113,2.0,male ,nare 
3142,SRS483644,SRR997032,2.0,male ,nare 
3143,SRS483644,SRR997117,2.0,male ,nare 
3150,SRS483648,SRR997036,2.0,male ,nare 
3151,SRS483648,SRR997121,2.0,male ,nare 
